"symbol","company_name","challenge_name","ticker","exchange","quote_currency","currency","quote_scale","sector","industry","challenge_sector","market_cap","market_cap_currency","market_cap_date","market_cap_date_basis","market_cap_precision","retrieved_date","listing_status","flags","notes","alternative_symbols","source_row","quote_url","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"MORE.AS","Morefield Group N.V.","MOREFIELD GROUP N.V.","MORE","Euronext Amsterdam","EUR","EUR","1","Industrials","Staffing & Employment Services","Autres","62620000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","362","https://stockanalysis.com/quote/ams/MORE/","https://query2.finance.yahoo.com/v8/finance/chart/MORE.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=MOREFIELD+GROUP+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"MTRK.AS","MotorK plc","MOTORK PLC","MTRK","Euronext Amsterdam","EUR","EUR","1","Technology","Software - Application","Autres","107600000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","364","https://finance.yahoo.com/quote/MTRK.AS/","https://finance.yahoo.com/quote/MTRK.AS/","https://finance.yahoo.com/quote/MTRK.AS/","https://stockanalysis.com/list/euronext-amsterdam/",""
"MSI","Motorola Solutions, Inc.","Motorola Solutions","MSI","NYSE","USD","USD","1","Technology","Communication Equipment","IT","76214853632","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","365","https://finance.yahoo.com/quote/MSI/","https://finance.yahoo.com/quote/MSI/","https://finance.yahoo.com/quote/MSI/","https://finance.yahoo.com/quote/MSI/",""
"MOUR.BR","Moury Construct SA","MOURY CONSTRUCT","MOUR","Euronext Brussels","EUR","EUR","1","Industrials","Engineering & Construction","Industrie","282050000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","366","https://stockanalysis.com/quote/ebr/MOUR/","https://query2.finance.yahoo.com/v8/finance/chart/MOUR.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=MOURY+CONSTRUCT&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"MTX.DE","MTU Aero Engines AG","MTU AERO ENGINES AG","MTX","Xetra","EUR","EUR","1","Industrials","Aerospace & Defense","Industrie","18251364352","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","367","https://finance.yahoo.com/quote/MTX.DE/","https://finance.yahoo.com/quote/MTX.DE/","https://finance.yahoo.com/quote/MTX.DE/","https://finance.yahoo.com/quote/MTX.DE/",""
"MUV2.DE","Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München","MUENCHENER RUECKVERS.-GES. AG","MUV2","Xetra","EUR","EUR","1","Financial Services","Insurance - Reinsurance","Finance","64366682112","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","368","https://finance.yahoo.com/quote/MUV2.DE/","https://finance.yahoo.com/quote/MUV2.DE/","https://finance.yahoo.com/quote/MUV2.DE/","https://finance.yahoo.com/quote/MUV2.DE/",""
"NBIS","Nebius Group N.V.","NEBIUS","NBIS","Nasdaq Global Select Market","USD","USD","1","Communication Services","Internet Content & Information","IT","56918327296","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","369","https://finance.yahoo.com/quote/NBIS/","https://finance.yahoo.com/quote/NBIS/","https://finance.yahoo.com/quote/NBIS/","https://finance.yahoo.com/quote/NBIS/",""
"NEDAP.AS","Nedap N.V.","NEDAP","NEDAP","Euronext Amsterdam","EUR","EUR","1","Technology","Information Technology Services","Industrie","608840512","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","370","https://finance.yahoo.com/quote/NEDAP.AS/","https://finance.yahoo.com/quote/NEDAP.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=NEDAP&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/NEDAP.AS/",""
"NESN.SW","Nestlé S.A.","NESTLE S.A.","NESN","SIX Swiss Exchange","CHF","CHF","1","Consumer Defensive","Packaged Foods","Biens de consommation courants","199758610432","CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","371","https://finance.yahoo.com/quote/NESN.SW/","https://finance.yahoo.com/quote/NESN.SW/","https://finance.yahoo.com/quote/NESN.SW/","https://finance.yahoo.com/quote/NESN.SW/",""
"NFLX","Netflix, Inc.","Netflix","NFLX","Nasdaq Global Select Market","USD","USD","1","Communication Services","Entertainment","Consommation discrétionnaire","318166630400","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","372","https://finance.yahoo.com/quote/NFLX/","https://finance.yahoo.com/quote/NFLX/","https://finance.yahoo.com/quote/NFLX/","https://finance.yahoo.com/quote/NFLX/",""
"NEM","Newmont Corporation","Newmont Corp","NEM","NYSE","USD","USD","1","Basic Materials","Gold","Matériaux","128297574400","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","373","https://finance.yahoo.com/quote/NEM/","https://finance.yahoo.com/quote/NEM/","https://finance.yahoo.com/quote/NEM/","https://finance.yahoo.com/quote/NEM/",""
"NXE","NexGen Energy Ltd.","NexGen Energy Ltd","NXE","NYSE","USD","USD","1","Energy","Uranium","Finance","6289347584","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","374","https://finance.yahoo.com/quote/NXE/","https://finance.yahoo.com/quote/NXE/","https://finance.yahoo.com/quote/NXE/","https://finance.yahoo.com/quote/NXE/",""
"NEXTA.BR","Nextensa NV/SA","NEXTENSA","NEXTA","Euronext Brussels","EUR","EUR","1","Real Estate","REIT — Diversified","Immobilier","470440000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","375","https://stockanalysis.com/quote/ebr/NEXTA/","https://query2.finance.yahoo.com/v8/finance/chart/NEXTA.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=NEXTENSA&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"NEE","NextEra Energy, Inc.","Nextera Energy Inc","NEE","NYSE","USD","USD","1","Utilities","Utilities - Regulated Electric","Services publics","167650082816","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","376","https://finance.yahoo.com/quote/NEE/","https://finance.yahoo.com/quote/NEE/","https://finance.yahoo.com/quote/NEE/","https://finance.yahoo.com/quote/NEE/",""
"NKE","NIKE, Inc.","Nike","NKE","NYSE","USD","USD","1","Consumer Cyclical","Footwear & Accessories","Consommation discrétionnaire","53079584768","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","377","https://finance.yahoo.com/quote/NKE/","https://finance.yahoo.com/quote/NKE/","https://finance.yahoo.com/quote/NKE/","https://finance.yahoo.com/quote/NKE/",""
"NN.AS","NN Group N.V.","NN GROUP","NN","Euronext Amsterdam","EUR","EUR","1","Financial Services","Insurance - Diversified","Finance","20803069952","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","378","https://finance.yahoo.com/quote/NN.AS/","https://finance.yahoo.com/quote/NN.AS/","https://finance.yahoo.com/quote/NN.AS/","https://finance.yahoo.com/quote/NN.AS/",""
"NDA-FI.HE","Nordea Bank Abp","NORDEA BANK ABP","NDA-FI","Nasdaq Helsinki","EUR","EUR","1","Financial Services","Banks - Regional","Finance","60069441536","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","379","https://finance.yahoo.com/quote/NDA-FI.HE/","https://finance.yahoo.com/quote/NDA-FI.HE/","https://finance.yahoo.com/quote/NDA-FI.HE/","https://finance.yahoo.com/quote/NDA-FI.HE/",""
"NOC","Northrop Grumman Corporation","Northrop Grumman Corp","NOC","NYSE","USD","USD","1","Industrials","Aerospace & Defense","Industrie","75404214272","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","380","https://finance.yahoo.com/quote/NOC/","https://finance.yahoo.com/quote/NOC/","https://finance.yahoo.com/quote/NOC/","https://finance.yahoo.com/quote/NOC/",""
"NCLH","Norwegian Cruise Line Holdings Ltd.","Norwegian Cruise Line Holdings Ltd","NCLH","NYSE","USD","USD","1","Consumer Cyclical","Travel Services","Consommation discrétionnaire","6671998976","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","381","https://finance.yahoo.com/quote/NCLH/","https://finance.yahoo.com/quote/NCLH/","https://finance.yahoo.com/quote/NCLH/","https://finance.yahoo.com/quote/NCLH/",""
"NOVN.SW","Novartis AG","NOVARTIS AG","NOVN","SIX Swiss Exchange","CHF","CHF","1","Healthcare","Drug Manufacturers - General","Soins de santé","217213698048","CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","382","https://finance.yahoo.com/quote/NOVN.SW/","https://finance.yahoo.com/quote/NOVN.SW/","https://finance.yahoo.com/quote/NOVN.SW/","https://finance.yahoo.com/quote/NOVN.SW/",""
"NOVO-B.CO","Novo Nordisk A/S","NOVO-NORDISK AS","NOVO B","Nasdaq Copenhagen","DKK","DKK","1","Healthcare","Drug Manufacturers - General","Soins de santé","1204312735744","DKK","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","383","https://finance.yahoo.com/quote/NOVO-B.CO/","https://finance.yahoo.com/quote/NOVO-B.CO/","https://finance.yahoo.com/quote/NOVO-B.CO/","https://finance.yahoo.com/quote/NOVO-B.CO/",""
"NSI.AS","NSI N.V.","NSI N.V.","NSI","Euronext Amsterdam","EUR","EUR","1","Real Estate","REIT — Office","Immobilier","318580000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","384","https://stockanalysis.com/quote/ams/NSI/","https://query2.finance.yahoo.com/v8/finance/chart/NSI.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=NSI+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"BEKB.BR","NV Bekaert SA","BEKAERT","BEKB","Euronext Brussels","EUR","EUR","1","Industrials","Metal Fabrication","Industrie","1815869824","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","90","https://finance.yahoo.com/quote/BEKB.BR/","https://finance.yahoo.com/quote/BEKB.BR/","https://finance.yahoo.com/quote/BEKB.BR/","https://finance.yahoo.com/quote/BEKB.BR/",""
"NVDA","NVIDIA Corporation","NVIDIA Corp","NVDA","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductors","IT","5165043154944","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","385","https://finance.yahoo.com/quote/NVDA/","https://finance.yahoo.com/quote/NVDA/","https://finance.yahoo.com/quote/NVDA/","https://finance.yahoo.com/quote/NVDA/",""
"NXFIL.AS","NX Filtration N.V.","NX FILTRATION N.V.","NXFIL","Euronext Amsterdam","EUR","EUR","1","Industrials","Pollution & Treatment Controls","Industrie","174780000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","386","https://stockanalysis.com/quote/ams/NXFIL/","https://query2.finance.yahoo.com/v8/finance/chart/NXFIL.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=NX+FILTRATION+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"NXPI","NXP Semiconductors N.V.","NXP Semiconductors NV","NXPI","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductors","IT","55218909184","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","387","https://finance.yahoo.com/quote/NXPI/","https://finance.yahoo.com/quote/NXPI/","https://finance.yahoo.com/quote/NXPI/","https://finance.yahoo.com/quote/NXPI/",""
"NYXH.BR","Nyxoah SA","NYXOAH SA","NYXH","Euronext Brussels","EUR","EUR","1","Healthcare","Medical Devices","Soins de santé","138100000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","388","https://stockanalysis.com/quote/ebr/NYXH/","https://query2.finance.yahoo.com/v8/finance/chart/NYXH.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=NYXOAH+SA&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"ORLY","O'Reilly Automotive, Inc.","O'Reilly Automotive","ORLY","Nasdaq Global Select Market","USD","USD","1","Consumer Cyclical","Auto Parts","Consommation discrétionnaire","67693838336","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","389","https://finance.yahoo.com/quote/ORLY/","https://finance.yahoo.com/quote/ORLY/","https://finance.yahoo.com/quote/ORLY/","https://finance.yahoo.com/quote/ORLY/",""
"OCI.AS","OCI N.V.","OCI N.V.","OCI","Euronext Amsterdam","EUR","EUR","1","Basic Materials","Agricultural Inputs","Matériaux","857380000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","390","https://stockanalysis.com/quote/ams/OCI/","https://query2.finance.yahoo.com/v8/finance/chart/OCI.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=OCI+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"ODFL","Old Dominion Freight Line, Inc.","Old Dominion Freight Line","ODFL","Nasdaq Global Select Market","USD","USD","1","Industrials","Trucking","Industrie","36261351424","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","391","https://finance.yahoo.com/quote/ODFL/","https://finance.yahoo.com/quote/ODFL/","https://query2.finance.yahoo.com/v1/finance/search?q=Old+Dominion+Freight+Line&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/ODFL/",""
